# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
S.CEREALE.LO7.r2.5RG00525560	S.CEREALE.LO7.r2.5RG00525560	S.CEREALE.LO7.r2.5RG00525560.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00525910	S.CEREALE.LO7.r2.5RG00525910	S.CEREALE.LO7.r2.5RG00525910.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
S.CEREALE.LO7.r2.5RG00525920	S.CEREALE.LO7.r2.5RG00525920	S.CEREALE.LO7.r2.5RG00525920.1	protein_coding	0	6	3	9	0	0	0	9	0	0	3	0	0	0	0	0	0	0	6	0
S.CEREALE.LO7.r2.5RG00525930	S.CEREALE.LO7.r2.5RG00525930	S.CEREALE.LO7.r2.5RG00525930.1	protein_coding	0	11	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0
S.CEREALE.LO7.r2.5RG00525940	S.CEREALE.LO7.r2.5RG00525940	S.CEREALE.LO7.r2.5RG00525940.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
S.CEREALE.LO7.r2.5RG00525970	S.CEREALE.LO7.r2.5RG00525970	S.CEREALE.LO7.r2.5RG00525970.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00525980	S.CEREALE.LO7.r2.5RG00525980	S.CEREALE.LO7.r2.5RG00525980.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.5RG00525990	S.CEREALE.LO7.r2.5RG00525990	S.CEREALE.LO7.r2.5RG00525990.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00526000	S.CEREALE.LO7.r2.5RG00526000	S.CEREALE.LO7.r2.5RG00526000.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526010	S.CEREALE.LO7.r2.5RG00526010	S.CEREALE.LO7.r2.5RG00526010.1	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526020	S.CEREALE.LO7.r2.5RG00526020	S.CEREALE.LO7.r2.5RG00526020.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00526040	S.CEREALE.LO7.r2.5RG00526040	S.CEREALE.LO7.r2.5RG00526040.1	protein_coding	0	1	0	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00526100	S.CEREALE.LO7.r2.5RG00526100	S.CEREALE.LO7.r2.5RG00526100.1	protein_coding	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0
S.CEREALE.LO7.r2.5RG00526110	S.CEREALE.LO7.r2.5RG00526110	S.CEREALE.LO7.r2.5RG00526110.1	protein_coding	0	1	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00526120	S.CEREALE.LO7.r2.5RG00526120	S.CEREALE.LO7.r2.5RG00526120.1	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.5RG00526170	S.CEREALE.LO7.r2.5RG00526170	S.CEREALE.LO7.r2.5RG00526170.1	protein_coding	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00526180	S.CEREALE.LO7.r2.5RG00526180	S.CEREALE.LO7.r2.5RG00526180.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526190	S.CEREALE.LO7.r2.5RG00526190	S.CEREALE.LO7.r2.5RG00526190.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00526190	S.CEREALE.LO7.r2.5RG00526190	S.CEREALE.LO7.r2.5RG00526190.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00526210	S.CEREALE.LO7.r2.5RG00526210	S.CEREALE.LO7.r2.5RG00526210.1	protein_coding	0	0	0	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526220	S.CEREALE.LO7.r2.5RG00526220	S.CEREALE.LO7.r2.5RG00526220.1	protein_coding	0	8	3	10	0	0	0	10	0	0	3	0	0	0	0	0	0	0	8	0
S.CEREALE.LO7.r2.5RG00526230	S.CEREALE.LO7.r2.5RG00526230	S.CEREALE.LO7.r2.5RG00526230.1	protein_coding	0	2	1	18	7	0	0	11	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00526280	S.CEREALE.LO7.r2.5RG00526280	S.CEREALE.LO7.r2.5RG00526280.1	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526290	S.CEREALE.LO7.r2.5RG00526290	S.CEREALE.LO7.r2.5RG00526290.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526340	S.CEREALE.LO7.r2.5RG00526340	S.CEREALE.LO7.r2.5RG00526340.1	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526360	S.CEREALE.LO7.r2.5RG00526360	S.CEREALE.LO7.r2.5RG00526360.1	protein_coding	0	9	0	6	0	2	6	0	0	0	0	0	0	0	0	0	0	0	7	0
S.CEREALE.LO7.r2.5RG00526380	S.CEREALE.LO7.r2.5RG00526380	S.CEREALE.LO7.r2.5RG00526380.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526390	S.CEREALE.LO7.r2.5RG00526390	S.CEREALE.LO7.r2.5RG00526390.1	protein_coding	0	0	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526480	S.CEREALE.LO7.r2.5RG00526480	S.CEREALE.LO7.r2.5RG00526480.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526490	S.CEREALE.LO7.r2.5RG00526490	S.CEREALE.LO7.r2.5RG00526490.1	protein_coding	0	0	2	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526500	S.CEREALE.LO7.r2.5RG00526500	S.CEREALE.LO7.r2.5RG00526500.1	protein_coding	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00526540	S.CEREALE.LO7.r2.5RG00526540	S.CEREALE.LO7.r2.5RG00526540.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526550	S.CEREALE.LO7.r2.5RG00526550	S.CEREALE.LO7.r2.5RG00526550.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526550	S.CEREALE.LO7.r2.5RG00526550	S.CEREALE.LO7.r2.5RG00526550.2	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526600	S.CEREALE.LO7.r2.5RG00526600	S.CEREALE.LO7.r2.5RG00526600.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526610	S.CEREALE.LO7.r2.5RG00526610	S.CEREALE.LO7.r2.5RG00526610.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00526620	S.CEREALE.LO7.r2.5RG00526620	S.CEREALE.LO7.r2.5RG00526620.1	protein_coding	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00526640	S.CEREALE.LO7.r2.5RG00526640	S.CEREALE.LO7.r2.5RG00526640.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526640	S.CEREALE.LO7.r2.5RG00526640	S.CEREALE.LO7.r2.5RG00526640.2	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526660	S.CEREALE.LO7.r2.5RG00526660	S.CEREALE.LO7.r2.5RG00526660.1	protein_coding	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.5RG00526670	S.CEREALE.LO7.r2.5RG00526670	S.CEREALE.LO7.r2.5RG00526670.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00526720	S.CEREALE.LO7.r2.5RG00526720	S.CEREALE.LO7.r2.5RG00526720.1	protein_coding	0	2	1	5	0	0	0	0	0	6	1	0	0	1	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00526730	S.CEREALE.LO7.r2.5RG00526730	S.CEREALE.LO7.r2.5RG00526730.1	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526810	S.CEREALE.LO7.r2.5RG00526810	S.CEREALE.LO7.r2.5RG00526810.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00526820	S.CEREALE.LO7.r2.5RG00526820	S.CEREALE.LO7.r2.5RG00526820.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00526870	S.CEREALE.LO7.r2.5RG00526870	S.CEREALE.LO7.r2.5RG00526870.1	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
S.CEREALE.LO7.r2.5RG00526880	S.CEREALE.LO7.r2.5RG00526880	S.CEREALE.LO7.r2.5RG00526880.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.5RG00526900	S.CEREALE.LO7.r2.5RG00526900	S.CEREALE.LO7.r2.5RG00526900.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00526910	S.CEREALE.LO7.r2.5RG00526910	S.CEREALE.LO7.r2.5RG00526910.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00526980	S.CEREALE.LO7.r2.5RG00526980	S.CEREALE.LO7.r2.5RG00526980.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00526990	S.CEREALE.LO7.r2.5RG00526990	S.CEREALE.LO7.r2.5RG00526990.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527000	S.CEREALE.LO7.r2.5RG00527000	S.CEREALE.LO7.r2.5RG00527000.1	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00527010	S.CEREALE.LO7.r2.5RG00527010	S.CEREALE.LO7.r2.5RG00527010.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527190	S.CEREALE.LO7.r2.5RG00527190	S.CEREALE.LO7.r2.5RG00527190.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
S.CEREALE.LO7.r2.5RG00527190	S.CEREALE.LO7.r2.5RG00527190	S.CEREALE.LO7.r2.5RG00527190.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
S.CEREALE.LO7.r2.5RG00527200	S.CEREALE.LO7.r2.5RG00527200	S.CEREALE.LO7.r2.5RG00527200.1	protein_coding	0	0	0	11	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527210	S.CEREALE.LO7.r2.5RG00527210	S.CEREALE.LO7.r2.5RG00527210.1	protein_coding	0	2	0	9	4	0	0	0	0	6	0	0	0	1	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00527300	S.CEREALE.LO7.r2.5RG00527300	S.CEREALE.LO7.r2.5RG00527300.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527320	S.CEREALE.LO7.r2.5RG00527320	S.CEREALE.LO7.r2.5RG00527320.1	protein_coding	0	4	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00527320	S.CEREALE.LO7.r2.5RG00527320	S.CEREALE.LO7.r2.5RG00527320.2	protein_coding	0	4	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00527340	S.CEREALE.LO7.r2.5RG00527340	S.CEREALE.LO7.r2.5RG00527340.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00527350	S.CEREALE.LO7.r2.5RG00527350	S.CEREALE.LO7.r2.5RG00527350.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527360	S.CEREALE.LO7.r2.5RG00527360	S.CEREALE.LO7.r2.5RG00527360.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527370	S.CEREALE.LO7.r2.5RG00527370	S.CEREALE.LO7.r2.5RG00527370.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527410	S.CEREALE.LO7.r2.5RG00527410	S.CEREALE.LO7.r2.5RG00527410.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527440	S.CEREALE.LO7.r2.5RG00527440	S.CEREALE.LO7.r2.5RG00527440.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00527450	S.CEREALE.LO7.r2.5RG00527450	S.CEREALE.LO7.r2.5RG00527450.1	protein_coding	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527460	S.CEREALE.LO7.r2.5RG00527460	S.CEREALE.LO7.r2.5RG00527460.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527490	S.CEREALE.LO7.r2.5RG00527490	S.CEREALE.LO7.r2.5RG00527490.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00527510	S.CEREALE.LO7.r2.5RG00527510	S.CEREALE.LO7.r2.5RG00527510.1	protein_coding	0	4	2	4	0	0	0	0	0	4	2	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00527530	S.CEREALE.LO7.r2.5RG00527530	S.CEREALE.LO7.r2.5RG00527530.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00527540	S.CEREALE.LO7.r2.5RG00527540	S.CEREALE.LO7.r2.5RG00527540.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.5RG00527550	S.CEREALE.LO7.r2.5RG00527550	S.CEREALE.LO7.r2.5RG00527550.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527560	S.CEREALE.LO7.r2.5RG00527560	S.CEREALE.LO7.r2.5RG00527560.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00527590	S.CEREALE.LO7.r2.5RG00527590	S.CEREALE.LO7.r2.5RG00527590.1	protein_coding	0	1	0	5	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527600	S.CEREALE.LO7.r2.5RG00527600	S.CEREALE.LO7.r2.5RG00527600.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
S.CEREALE.LO7.r2.5RG00527610	S.CEREALE.LO7.r2.5RG00527610	S.CEREALE.LO7.r2.5RG00527610.1	protein_coding	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00527680	S.CEREALE.LO7.r2.5RG00527680	S.CEREALE.LO7.r2.5RG00527680.1	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527710	S.CEREALE.LO7.r2.5RG00527710	S.CEREALE.LO7.r2.5RG00527710.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00527720	S.CEREALE.LO7.r2.5RG00527720	S.CEREALE.LO7.r2.5RG00527720.1	protein_coding	0	6	0	5	0	0	0	3	0	3	0	0	0	1	0	0	0	0	5	0
S.CEREALE.LO7.r2.5RG00527730	S.CEREALE.LO7.r2.5RG00527730	S.CEREALE.LO7.r2.5RG00527730.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527730	S.CEREALE.LO7.r2.5RG00527730	S.CEREALE.LO7.r2.5RG00527730.2	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527730	S.CEREALE.LO7.r2.5RG00527730	S.CEREALE.LO7.r2.5RG00527730.3	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527760	S.CEREALE.LO7.r2.5RG00527760	S.CEREALE.LO7.r2.5RG00527760.1	protein_coding	0	3	1	13	0	0	0	0	0	10	1	0	0	0	0	0	0	0	3	3
S.CEREALE.LO7.r2.5RG00527770	S.CEREALE.LO7.r2.5RG00527770	S.CEREALE.LO7.r2.5RG00527770.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
S.CEREALE.LO7.r2.5RG00527780	S.CEREALE.LO7.r2.5RG00527780	S.CEREALE.LO7.r2.5RG00527780.1	protein_coding	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.5RG00527780	S.CEREALE.LO7.r2.5RG00527780	S.CEREALE.LO7.r2.5RG00527780.2	protein_coding	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.5RG00527790	S.CEREALE.LO7.r2.5RG00527790	S.CEREALE.LO7.r2.5RG00527790.1	protein_coding	0	2	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00527800	S.CEREALE.LO7.r2.5RG00527800	S.CEREALE.LO7.r2.5RG00527800.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527840	S.CEREALE.LO7.r2.5RG00527840	S.CEREALE.LO7.r2.5RG00527840.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00527990	S.CEREALE.LO7.r2.5RG00527990	S.CEREALE.LO7.r2.5RG00527990.1	protein_coding	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00528000	S.CEREALE.LO7.r2.5RG00528000	S.CEREALE.LO7.r2.5RG00528000.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00528030	S.CEREALE.LO7.r2.5RG00528030	S.CEREALE.LO7.r2.5RG00528030.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.5RG00528040	S.CEREALE.LO7.r2.5RG00528040	S.CEREALE.LO7.r2.5RG00528040.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528040	S.CEREALE.LO7.r2.5RG00528040	S.CEREALE.LO7.r2.5RG00528040.2	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528140	S.CEREALE.LO7.r2.5RG00528140	S.CEREALE.LO7.r2.5RG00528140.1	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00528200	S.CEREALE.LO7.r2.5RG00528200	S.CEREALE.LO7.r2.5RG00528200.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.5RG00528210	S.CEREALE.LO7.r2.5RG00528210	S.CEREALE.LO7.r2.5RG00528210.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00528220	S.CEREALE.LO7.r2.5RG00528220	S.CEREALE.LO7.r2.5RG00528220.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00528380	S.CEREALE.LO7.r2.5RG00528380	S.CEREALE.LO7.r2.5RG00528380.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528410	S.CEREALE.LO7.r2.5RG00528410	S.CEREALE.LO7.r2.5RG00528410.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00528420	S.CEREALE.LO7.r2.5RG00528420	S.CEREALE.LO7.r2.5RG00528420.1	protein_coding	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00528420	S.CEREALE.LO7.r2.5RG00528420	S.CEREALE.LO7.r2.5RG00528420.2	protein_coding	0	1	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.5RG00528450	S.CEREALE.LO7.r2.5RG00528450	S.CEREALE.LO7.r2.5RG00528450.1	protein_coding	0	1	4	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	3
S.CEREALE.LO7.r2.5RG00528460	S.CEREALE.LO7.r2.5RG00528460	S.CEREALE.LO7.r2.5RG00528460.1	protein_coding	0	2	2	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528460	S.CEREALE.LO7.r2.5RG00528460	S.CEREALE.LO7.r2.5RG00528460.2	protein_coding	0	2	2	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528500	S.CEREALE.LO7.r2.5RG00528500	S.CEREALE.LO7.r2.5RG00528500.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00528500	S.CEREALE.LO7.r2.5RG00528500	S.CEREALE.LO7.r2.5RG00528500.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00528510	S.CEREALE.LO7.r2.5RG00528510	S.CEREALE.LO7.r2.5RG00528510.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00528520	S.CEREALE.LO7.r2.5RG00528520	S.CEREALE.LO7.r2.5RG00528520.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00528590	S.CEREALE.LO7.r2.5RG00528590	S.CEREALE.LO7.r2.5RG00528590.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528600	S.CEREALE.LO7.r2.5RG00528600	S.CEREALE.LO7.r2.5RG00528600.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00528610	S.CEREALE.LO7.r2.5RG00528610	S.CEREALE.LO7.r2.5RG00528610.1	protein_coding	0	4	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.5RG00528640	S.CEREALE.LO7.r2.5RG00528640	S.CEREALE.LO7.r2.5RG00528640.1	protein_coding	0	0	1	4	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.5RG00528850	S.CEREALE.LO7.r2.5RG00528850	S.CEREALE.LO7.r2.5RG00528850.1	protein_coding	0	5	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0
S.CEREALE.LO7.r2.5RG00528870	S.CEREALE.LO7.r2.5RG00528870	S.CEREALE.LO7.r2.5RG00528870.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.5RG00528880	S.CEREALE.LO7.r2.5RG00528880	S.CEREALE.LO7.r2.5RG00528880.1	protein_coding	0	2	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00528930	S.CEREALE.LO7.r2.5RG00528930	S.CEREALE.LO7.r2.5RG00528930.1	protein_coding	0	2	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.5RG00529000	S.CEREALE.LO7.r2.5RG00529000	S.CEREALE.LO7.r2.5RG00529000.1	protein_coding	0	1	2	4	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0	0
